DBCODE,ENTITY,SITECODE,YEAR,SECTION,REACH,UNITTYPE,UNITNUM,LENGTH,WIDTH1,WIDTH2,WIDTH3,DEPTH1,DEPTH2,DEPTH3,DEPTH4,DEPTH5,DEPTH6,DEPTH7,DEPTH8,DEPTH9,DEPTH10,DEPTH11,DEPTH12,MAXDEPTH,SAMPLEDATE,NOTES
AS006,2,"MACKAL-L",1996,AL,L,C,1.0,,,,,,,,,,,,,,,,,,1996-08-29,""
AS006,2,"MACKAL-U",1996,AL,U,C,1.0,,,,,,,,,,,,,,,,,,1996-08-29,""
AS006,2,"MACKAL-U",1996,AL,U,P,2.0,,,,,,,,,,,,,,,,,,1996-08-29,""
AS006,2,"MACKAL-U",1996,AL,U,SC,3.0,,,,,,,,,,,,,,,,,,1996-08-29,""
AS006,2,"MACKCC-L",1987,CC,L,C,2.0,16.0,2.7,6.0,,,,,,,,,,,,,,,1987-10-07,""
AS006,2,"MACKCC-L",1987,CC,L,C,5.0,12.1,2.0,3.0,4.7,,,,,,,,,,,,,,1987-10-07,""
AS006,2,"MACKCC-L",1987,CC,L,P,4.0,11.4,2.5,3.8,,,,,,,,,,,,,,,1987-10-07,""
AS006,2,"MACKCC-L",1987,CC,L,R,1.0,10.0,3.8,2.7,,,,,,,,,,,,,,,1987-10-07,""
AS006,2,"MACKCC-L",1987,CC,L,S,3.0,1.6,3.8,2.3,,,,,,,,,,,,,,,1987-10-07,""
AS006,2,"MACKCC-L",1987,CC,L,SC,6.0,28.9,2.9,4.5,1.7,,,,,,,,,,,,,,1987-10-07,""
AS006,2,"MACKCC-L",1988,CC,L,,,,,,,,,,,,,,,,,,,,1988-08-30,""
AS006,2,"MACKCC-L",1989,CC,L,,,,,,,,,,,,,,,,,,,,1989-09-06,""
AS006,2,"MACKCC-L",1990,CC,L,C,2.0,,,,,,,,,,,,,,,,,,1990-08-15,""
AS006,2,"MACKCC-L",1990,CC,L,C,5.0,,,,,,,,,,,,,,,,,,1990-08-15,""
AS006,2,"MACKCC-L",1990,CC,L,P,1.0,,,,,,,,,,,,,,,,,,1990-08-15,""
AS006,2,"MACKCC-L",1990,CC,L,P,4.0,,,,,,,,,,,,,,,,,,1990-08-15,""
AS006,2,"MACKCC-L",1990,CC,L,SC,3.0,,,,,,,,,,,,,,,,,,1990-08-15,""
AS006,2,"MACKCC-L",1990,CC,L,SC,6.0,,,,,,,,,,,,,,,,,,1990-08-15,""
AS006,2,"MACKCC-L",1991,CC,L,C,2.0,,,,,,,,,,,,,,,,,,1991-09-05,""
AS006,2,"MACKCC-L",1991,CC,L,C,5.0,,,,,,,,,,,,,,,,,,1991-09-05,""
AS006,2,"MACKCC-L",1991,CC,L,P,1.0,,,,,,,,,,,,,,,,,,1991-09-05,""
AS006,2,"MACKCC-L",1991,CC,L,P,4.0,,,,,,,,,,,,,,,,,,1991-09-05,""
AS006,2,"MACKCC-L",1991,CC,L,SC,3.0,,,,,,,,,,,,,,,,,,1991-09-05,""
AS006,2,"MACKCC-L",1991,CC,L,SC,6.0,,,,,,,,,,,,,,,,,,1991-09-05,""
AS006,2,"MACKCC-L",1992,CC,L,C,2.0,29.7,4.5,4.4,2.7,0.18,0.10,0.22,,0.19,0.23,0.28,,0.14,0.15,0.07,,0.50,1992-09-01,""
AS006,2,"MACKCC-L",1992,CC,L,C,5.0,10.6,1.3,2.2,2.2,0.09,0.22,0.31,,0.12,0.16,0.09,,0.10,0.16,0.09,,0.40,1992-09-01,""
AS006,2,"MACKCC-L",1992,CC,L,P,1.0,7.9,4.0,2.9,2.0,0.14,0.30,0.16,,0.20,0.24,0.25,,0.35,0.25,0.23,,0.41,1992-09-01,""
AS006,2,"MACKCC-L",1992,CC,L,P,4.0,7.7,1.0,3.5,3.4,0.40,0.42,0.52,,0.14,0.18,0.12,,0.40,0.30,0.20,,0.55,1992-09-01,""
AS006,2,"MACKCC-L",1992,CC,L,SC,3.0,23.2,1.0,0.6,1.4,0.08,0.20,0.15,,0.10,0.08,0.14,,0.16,0.11,0.13,,0.35,1992-09-01,""
AS006,2,"MACKCC-L",1992,CC,L,SC,6.0,26.9,2.2,3.3,2.2,0.22,0.09,0.07,,0.12,0.05,0.19,,0.11,0.22,0.17,,0.40,1992-09-01,""
AS006,2,"MACKCC-L",1993,CC,L,,,,,,,,,,,,,,,,,,,,1993-09-01,""
AS006,2,"MACKCC-L",1994,CC,L,C,2.0,,2.2,4.0,5.8,0.14,0.10,0.15,,0.17,0.07,0.30,,0.12,0.12,0.14,,0.46,1994-08-30,""
AS006,2,"MACKCC-L",1994,CC,L,C,5.0,,3.1,2.4,5.8,0.14,0.20,0.13,,0.07,0.22,0.18,,0.10,0.23,0.17,,0.32,1994-08-30,""
AS006,2,"MACKCC-L",1994,CC,L,P,1.0,,3.7,3.0,2.2,0.16,0.25,0.20,,0.16,0.32,0.24,,0.21,0.30,0.34,,0.42,1994-08-30,""
AS006,2,"MACKCC-L",1994,CC,L,P,4.0,,4.0,3.2,3.4,0.05,0.16,0.09,,0.33,0.29,0.16,,0.54,0.43,0.05,,0.57,1994-08-30,""
AS006,2,"MACKCC-L",1994,CC,L,SC,3.0,,1.4,0.9,1.2,0.05,0.15,0.10,,0.02,0.04,0.03,,0.10,0.13,0.13,,0.22,1994-08-30,""
AS006,2,"MACKCC-L",1994,CC,L,SC,6.0,,2.8,3.1,2.7,0.09,0.20,0.14,,0.12,0.22,0.08,,0.14,0.18,0.19,,0.42,1994-08-30,""
AS006,2,"MACKCC-L",1995,CC,L,C,2.0,30.4,4.2,3.7,1.1,0.30,0.14,0.21,,0.45,0.32,0.16,,0.08,0.10,0.15,,0.62,1995-08-30,""
AS006,2,"MACKCC-L",1995,CC,L,C,5.0,9.7,2.1,2.3,4.2,0.16,0.21,0.15,,0.17,0.13,0.12,,0.17,0.11,0.12,,0.27,1995-08-30,""
AS006,2,"MACKCC-L",1995,CC,L,P,1.0,7.4,2.5,2.6,1.7,0.17,0.14,0.17,,0.27,0.03,0.18,,0.26,0.26,0.22,,0.39,1995-08-30,""
AS006,2,"MACKCC-L",1995,CC,L,P,4.0,6.5,2.5,2.3,2.1,0.08,0.22,0.12,,0.14,0.28,0.26,,0.08,0.21,0.40,,0.42,1995-08-30,""
AS006,2,"MACKCC-L",1995,CC,L,SC,3.0,25.3,1.4,0.4,0.4,0.02,0.06,,,0.11,0.08,,,0.05,0.04,,,0.24,1995-08-30,""
AS006,2,"MACKCC-L",1995,CC,L,SC,6.0,26.2,2.8,3.2,2.6,0.10,0.14,0.13,,0.14,0.31,0.10,,0.06,0.14,0.10,,0.42,1995-08-30,""
AS006,2,"MACKCC-L",1996,CC,L,C,1.0,45.6,6.1,4.3,5.3,0.09,0.17,0.15,,0.31,0.27,0.14,,0.08,0.24,0.19,,0.49,1996-08-27,"11 transects taken; top, middle bottom only here"
AS006,2,"MACKCC-L",1996,CC,L,SC,2.0,32.0,4.9,2.1,3.1,0.06,0.08,0.04,,0.20,0.15,0.09,,0.06,0.19,0.07,,0.29,1996-08-27,"8 transects taken; top, middle bottom only here"
AS006,2,"MACKCC-L",1997,CC,L,C,1.0,45.6,5.9,3.0,4.8,0.07,0.15,0.20,,0.15,0.27,0.50,,0.23,0.35,0.11,,0.79,1997-08-26,"10 transects taken; top, middle bottom only here"
AS006,2,"MACKCC-L",1997,CC,L,SC,2.0,32.0,3.4,2.6,2.4,0.70,0.16,0.06,,0.15,0.08,0.11,,0.23,0.10,0.16,,0.37,1997-08-26,"6 transects taken; top, middle bottom only here"
AS006,2,"MACKCC-L",1998,CC,L,C,1.0,39.8,4.2,6.9,2.9,0.19,0.36,0.03,,0.04,0.08,0.10,,0.11,0.14,0.08,,0.70,1998-09-04,"9 transects taken; top, middle bottom only here"
AS006,2,"MACKCC-L",1998,CC,L,SC,2.0,33.0,5.7,1.7,1.7,0.03,0.04,0.02,,0.01,0.06,0.09,,0.06,0.24,0.25,,0.28,1998-09-04,"6 transects taken; top, middle bottom only here"
AS006,2,"MACKCC-L",1999,CC,L,C,1.0,47.0,6.6,5.9,5.4,0.09,0.12,0.08,,0.12,0.26,0.19,,0.30,0.29,0.06,,0.52,1999-08-31,"9 transects taken; top, middle bottom only here"
AS006,2,"MACKCC-L",1999,CC,L,SC,2.0,36.5,1.9,2.7,1.5,0.10,0.06,0.08,,0.10,0.10,0.03,,0.14,0.11,0.06,,0.23,1999-08-31,"6 transects taken; top, middle bottom only here"
AS006,2,"MACKCC-L",2011,CC,L,C,1.0,15.5,6.6,6.7,6.0,0.16,0.16,0.16,0.10,0.11,0.25,0.08,0.05,0.19,0.22,0.26,0.28,0.64,2011-09-12,""
AS006,2,"MACKCC-L",2011,CC,L,C,3.0,38.6,5.2,4.7,3.7,0.16,0.17,0.17,0.12,0.17,0.10,0.15,0.42,0.16,0.21,0.44,0.18,0.46,2011-09-12,""
